"SHA","Message","","",""
"8c89686017eb09a1c262d44ebd5a8a688801236f","Fixes #146354: Use `style=""unicode-bidi:isolate""` instead of `dir=""auto""` for parts containing RTL","","",""
"73b5cd86597d42630f8ba59a287c65dc36b46c99","Support dragging a file from OS as text/uri-list in tree Fixes #146734","","",""
"b38d8efe6d000ec444aafba32e55e425ab79d8af","Fix unused symbol","","",""
"6d43ee488e6682ade0203061a1d3652c8d190d0f","Fix markdown italic in doc comment","","",""
"ee8535e777ec689381b61e09dc71d2ec7ddfe818","Fix #124335","","",""
"fb5e446a3d56849975b3ce372496c8be5cb2a01c","Fix detection of CSS Preprocessor Comments at Start of File in Emmet Extension (#146121)","","",""
"f2a505a15d6f81b42443da12e06cde24c3a8681a","Fix type in testing","","",""
"a0612b2e040a6c3d458d687f6ea4e77b97d0d5b4","[html] A 'return' statement can only be used within a function body. Fixes #143220","","",""
"c7a685113b209d0a2e577bef715cab4ea1afead2","Revert ""[html] A 'return' statement can only be used within a function body. Fixes #143220""","","",""
"56e31e29960681b728b783557a000a9881b0c204","Fix typo","","",""
"a9c3c0e4b0384fe2b2c907b94a99fda18d3f34a6","Fix file icon showing in custom tree views Fixes #146479","","",""
"3451fabc241cdafa041e01a68321cca5deff5079","Fix #144294","","",""
"27729fb7c6d390dbdba51fc91693a4021578bb65","JSON language status isn't ""pin friendly"". Fixes #146561","","",""
"145e5934e91295ef643026f5b48289fceb69575a","Fixes #146434","","",""
"0bc095362ea6a2227164e9bacdb8a0ea180af0fa","Fix #146465","","",""
"114b340f7a11a9d93e31ba3723c5f2b1756b5640","Fix explicit references to own file","","",""
"62e4fdbbc72e59862a79ff89d664ebda5e321e97","Fixed terminal profile tests","","",""
"1269764e678b69117e0ceb3d510b4999be2561b4","Fix invalid tab references","","",""
"1305aac01ec4b1db6c0391e1ed1d010b32315a36","[css] Add CSS formatting option to place open brace on new line. Fixes #146398","","",""
"2b6ed7e7684a695cb2b9601b359b865f2b653648","Add a test for resolveWithEnvironment Fixes #144604","","",""
"7d7a3fba79085b50d5e1d39d3f73188322c789c8","Fix folding blocks being freezed while computing new ones","","",""
"5ec3a22a843dcd3d30d025592b9bf1fdaa2a5178","Fix comment widget whitespace for plain strings Fixes #145380","","",""
"b177edf2703298386cc9b77c77a8721786823e61","Use editor service in file dialog service Fixes microsoft/vscode-internalbacklog#2816","","",""
"d79928be53a807a9bff45814b6dab65bae685879","Show folder icons in tree views Fixes #146479","","",""
"78cb0b490a600e84b9364531e14c08958c25bc71","Fixes #136474","pending","",""
"8b7086afdbfd42bf6e7b8c0bb586530bf7cf1396","Fixing false positive ref link being detected","","",""
"6b573340bd4ff264f6ea56a04e015246061b2ee2","Fixing references on header when looking at file extensions","","",""
"6da26a93510cd62767f05cfc1561ddfdf75117a9","Fix duplicate resources sometimes opened from references","","",""
"e32a13be7725e5d6476bb892f90a74d84f17bc8e","Fix references to header to return just the span of the header itself and not its body","","",""
"e4b9b75c2a2590e15b5412a8739fc957bdca208e","Fix #146440","","",""
"a616d417531fbe4a454ddbba9fe8409dc8c1ec2c","Fix #146435","","",""
"a7d9391b10039ceafe4e9d9c967fd9f5eb695e89","Fixes #146396 (#146419)","","",""
"a632c114f87e0d9b25f410099da6d56a52d80c90","Fix #146372","","",""
"6c7ba2de69faa85e169348f0c3dec46137d5514e","Fix refs to own file being included in md ref results from other file","","",""
"7d0aded046768a356892ec0877cce2a8191c5008","Fix #145145","","",""
"393045032c48c346c1b8cd0eda8f272e90d383f9","Fix compilation","","",""
"84d1d60d3939ae203cce3244e610e1498ba125a6","Fix #145688","","",""
"2754cef4a77aef9a47b93a1453312571cf5041b1","Fix finding references from link without header ref","","",""
"ef173bd62cea1b61f85caa1aa51190173e3b96da","Fix #143743","","",""
"1090b2bfbdad7946b29a2ee5d63b8ec74d7ee022","Fix #143898","","",""
"749cccf5a9b3c51d8e8ce75b77143466eb1a5ed8","Fix #146011","","",""
"c36a52726cc3c29435fb85b1c6dd9bc0c98e4586","Fix hygiene issues","","",""
"6163b695f9c66eea8c093b6310cdd5318470bdcf","Fixes #141026: Migrate editor settings on startup using `IConfigurationService.updateValue`","","",""
"65bb95bdde633e61be322cc4ebf5a5ca2fcbbb4e","Fix font size for inline codeblocks Part of #146183","","",""
"8adb42079ba5cbfeed1b5a18683f0b081c963165","Fix slow positionAt impl for markdown references","","",""
"48b6c6a5ffca58a3fd7dc281419c42f8f9abc35a","Fix escaping of `-`","","",""
"22734c7ccd666fbb0d184baa1622a878a97d692a","Fix importing vscode","","",""
"2381cae3a5a93f72883fee91dd25f72b95c3b211","Fix extra character in npm task path Fixes #146165","","",""
"f3990bfe9b2e1517b09bcdc2ffa596acbc2c506a","Fix issue #145134","pending","",""
"64f37bc30092ba86434c141bc4a9455cf5269f11","Fix #145828","","",""
"6a5fe86f77c7406efb78fceac14b9afb13cad77a","Fix search link line/col matching when they don't match local link regex","","",""
"00399b22b84a756bb2b94ac6a2a382abe6b4d7cc","Fix #140398","","",""
"1e2aa9b58b63982512ce608b0170337f113b3cd2","Fix #146048","","",""
"abff0e91d562c656e35718e364ce12d450ee197b","Fixes #146174","","",""
"e3295c4623ce0ad31110d253fc7e2112bdb3e901","Fix #145727: Better accomodate the auto whitespace removal and use undo edits to initialize the offset for snippets","","",""
"caaeed565d5967a00728129f15190f611cff268c","Fix #141958","","",""
"a07e730cbff0dde1319ababa5006b2f3abc20ee5","Fixes #144041 by introducing PositionAffinity.{Left","success","",""
"908fd3fd710ca0b95ded0bcf4c2f8fca3a67dfff","Fix #146161","","",""
"8d7f2327556c54dcf0545297d97a0f57612f565c","Fix Settings editor layout order (#146069)","","",""
"c63ed49b4b164210301f4f8a09079aa4de53b870","Fix typo in comment aria label Fixes #146049","","",""
"15c67a75ba1df5c4ed86a999d1f1343cc4cfb0f6","Fixes issue when filterText is not already in lowercase.","","",""
"ac0299a9f17ecfe1b93b9342072914927dd997d3","Fix missing text/uri-list in drops Fixes #146031","","",""
"22e246d2512d4dfa21c29b569edc991f4f97513a","Fixes #146042 by only enabling cursor stops left to ghost text.","","",""
"e18e7972ada674812bb6074bbd4d03a41d165405","Fixes a bug that prevented new proposed inline completion API from working.","","",""
"4f21e13cc88160f24ef907d540da2cdeab03a4d1","Add codefiles to tree dnd internal types Fixes #146032","","",""
"14a552f72f2e3fc6893430b85d98ae754cbbfc7b","[css] selector separator newline. Fixes #145766","","",""
"31c338e5fa82449af0ffc0ed9973d04aff8b9ae8","Fix https://github.com/microsoft/vscode/issues/146022","","",""
"cb3c811610f37c9dcc22f3ad8834acfd2ada5e8b","Fix #146007","","",""
"448ada023321a48299027a13f639169967230ef9","Fixes #144513: Allow cross origin requests for vscode resources from the web worker extension host origin","","",""
"56b06f83d92a7d0e3b3f53f9689dc8f4b90bf750","Fix #145782","","",""
"fde4858c7b99116eb3b58ba2b915770b5c9ec0c6","Fix #144549","","",""
"933fff6d6165682a70d2c5b9594696aa7ac2f1af","Fix lifecycle issues in DecorationAddon","","",""
"f32692912fdd0d1785c2dd7c8ddd97f0f308f541","Fix GDPR comment","","",""
"5f726e4942f7654261cb103b2182ad61fe86a644","Fix #145693","","",""
"af36e64ad9ebc74c5fcb825276f71f37589b812c","Fixes #145491","","",""
"37135cbe9fa9e6af2eedb3d650416bb41193a27c","Fixes compilation error.","","",""
"e8540e63d46d9b53536ed6c6aa3e46eb594eddd6","Fix terminal find button state on reveal","","",""
"6e8b2dd27fe83d760ef9a1bb20604ae64ccea335","Fixes #145938 by respecting independentColorPoolPerBracketType for bracket guides too.","","",""
"6df0027affca60d2f211aa8f4e6a3298ab8eb5de","Fix hc focus outline in terminal","","",""
"05cc394e87a823bddabb20438576dd0e4588c349","Fix terminal navigation mode focus border order","","",""
"7046d66b4d35b5c87829f46df8602027e9a30c5d","Fix infinite recursion in `getDirectoryHandle` (#145972)","","",""
"4db0b187729c09dc46f1fda4fef185c98fde8b75","Improve own mime type docs for tree dnd Fixes #145906","","",""
"d122abd3cac20091371b6b1f34aa4c18179bfb58","Allow tree drop at root Fixes #145904","","",""
"6829684b6450fc7bb3e84db98583f707c6a40198","Fix #145794","","",""
"c8914e2ef024c8ac538d9fa9834c5f45561154aa","Add log for dragMimeTypes Fixes #145907","","",""
"3337709fca52c51a3558dc6226814b41b3f77a23","Fixes microsoft/vscode-remote-release#6481: Avoid entering an asynchronous endless loop while handling uncaught exceptions","","",""
"c95aa8a8a69106157ac266ebc108ce1bad1e357f","Revert ""Fix #145794""","","",""
"ee0c8c4f018abe5331683270c1da63600057299a","Fix #145794","","",""
"001fb95c3d53ab7cc2ee2d28298808790290aff6","Fix #145749","","",""
"bb3c65785cc8616392b65fca71177728099b30d3","Fix #145664","","",""
"f156f5670395d7ca16e873dee55a1d0c263d50f4","Fix #145667","","",""
"fd32301158d461eb455d6fde4ed9a106819c9185","Fix dragging notebook cell that is not focused or selected. Fixes #145795","","",""
"094808529cdf683e8b6612cdb9abd9b2ee7e453c","Fix debug console not autoscrolling sometimes Fix #117674","","",""
"dc42fcf2d589bcb0138a5601ab257f0acb1886a2","Fix #145669","","",""
"e4ef656c11ef093d84e15107302888dc451a5dd6","vscode ignores leading zeros of file name. Fixes #145365","","",""
"b5f57caff2628f0ec8f9c6189f3814fb335e55e8","Fix fetching colors from theme","","",""
"43c6289dc6a6b899e042486468604a1135721002","Fix #145811","","",""
"632bf2c466e9516baead9690b57209ecb60edc74","space around selector separator. Fixes #145767","","",""
"9a12de20489cf88d533ef634a9cfa7f20e348c57","Fix build","","",""
"e0df95f34b340211e6d6375c603d16e61b34129b","Fix #145684","","",""
"ffa9c0279c84955bb8bd9fd1ad1cdaaa335a879d","color contributions: don't warn about missing highContrastLight. Fixes #145704","","",""
"57b812582d75049a3e7d3ac587b099659c6e44be","[css] Align formatter setting names. Fixes #145705","","",""
"6074970341afa934ef1aa87b857b543390876f12","CSS format description references LESS. Fixes #145758","","",""
"14d04974aef857e1a0ea4530b19e40d4958d047f","Error when invoking the open external command: Error in response: Unable to parse response as JSON. Fixes microsoft/vscode-remote-release#6412","","",""
"9386f30a585d18b68f4b0219c6d798bee472cd05","Fix #145741","","",""
"aa2cdddf7b062ba736fc534507eabd4addb9d99b","Update mime types comment for dnd Fixes #145902","","",""
"1dc2b29aafaa3bc2a56a83f724508eaa1ebfc979","Fix #145895","","",""
"a16e41e76192e0cb4b30c1c7da84c8e4d2a58c60","Fix item instance when dropping tree items Fixes #145873","","",""
"63f82f60b00319ca76632aa4e4c5770669959227","Fixes microsoft/monaco-editor#2774: Emit content change events before cursor state change events during undo"," 23 Mar 2022 16:29:29 +0100","pending",""
"c815a4a2d6cc08402516d95b651894196c49f0db","Fix bad simple file dialog autocomlete Fixes #145596","","",""
"00b43acca3174313700d5e78ec0c61c794841cac","Fixes #145872: Emit model events using the view model outgoing queue","","",""
"188f64e4cbb38c08b309a71b5c5d9647655eebee","Remove generic from DataTransferItem Fixes #145707","","",""
"020d76cdd2c6417203bd210e376fb44ac7768e58","Fix #145683","","",""
"1a2fa16f3da003fd19d66c7fc746974596de031b","Fix #145782","","",""
"8f5a25fce7ae8423575c3c8c327f967252ad4e5a","Fix #145692","","",""
"3a3e3e99f01fc717c9c35cc25b33a83fab767690","Fix #145663","","",""
"aa42171f542b69adcdd43cf6924548073754b53d","Fix #145747","","",""
"a52b923eafcbcdaed7747e1d7a25788efce8ddd8","Fix #145753","","",""
"c86a266cb460ed51d8cead4371f6402379a08060","Fix #141596","","",""
"b435d735db69ef584d1a959bae2931e1edf17f70","Convert resourceurls to text/uri-list for tree drops Fixes #145713","","",""
"f99d78408b63c13d251561eeaa197160f808b159","Fixes strict filtering in case of suggestions with indentation.","","",""
"5b1a293d14edb5834ccf99b6827b2cd2424631e7","Fix #142096","","",""
"2eebd2a0159af379057a58c8bcb519f95bfd6328","Fix #145003","","",""
"5a2acb77739889c6851283a0735011807b3f1c53","Fix #145678.","","",""
"23f9da22091e5c3f4f5c122f05b680dcceed0c13","Fix regression with populating source control repositories","","",""
"56f883728891205f3f91399951509fb900fec19d","Fix #145738","","",""
"fbac8850ed3e4200e7d1fea86683867f14b4102a","Fix #145773","","",""
"e905ae355a87d324e71de0a7b05e6562fae82d45","Fix #145535","","",""
"ec5f018e2f1e4b8e41c567acf817f5149c1bb25b","Fix #144558","","",""
"4cb502497e9745b63c443e6bc9ea939b9402da4e","Remove ""resourceurls"" doc comment Fixes #145713","","",""
"8e35e11e0e084177ad65fd1834eab606b11286e9","Add exclude list for internal only dnd mime types Fixes #145657","","",""
"c4370d1887e15a46bdf62bccf079a95ad7233365","Fix #145685","","",""
"637af81b2eee1d135600eb0e630e5833879dec39","Only log supported mime types in tree dnd Fixes #145681","","",""
"f3cc0e0cbb14e95eacfa9eb319f8fac364c9fc3c","Fix missing and extra types in tree dnd Fixes #145686","","",""
"c6a623c1858de057bd6ff67f0934cb85d5b84de9","Fix #144671","","",""
"2b290ddd02f5798c638aeebbeb386d355319da73","Fix check for browser only extensions","","",""
"3297ea79a244db106f79c34cda871ce1a7591f20","Fixes #145503","pending","",""
"706909e66530797f782d26ef88afc0f24d6ae13d","Fix types","","",""
"3b3dbf0627d6dd4b90424fe78a03b1eb02db920a","Fix using wrong ContextKeyService on new CellParts. Fix #145554","","",""
"724f747cd45597f94ba71fb29977aa2c96365b01","Fix cell progress bar showing up on collapsed cell that isn't executing Fix #145341","","",""
"3c926abad5aa47881dec66f7aae6e081b008c44d","Fixes #144584","","",""
"9705904767281784c6887b0eca48c85785eb03ae","Fix #145590","","",""
"42d8501b848bf5341dcb85fe8923f70ba8718ecf","Fix #145177","","",""
"56661ec16af5c0f61a05fdd3ca86efa997016e7b","[html] A 'return' statement can only be used within a function body. Fixes #143220","","",""
"749340cc08c788810363377268f539a8e7747dd0","Fix #144821","","",""
"b13b04ae4114168dcbd7e15c736caac53e9932b7","Fix #144919","","",""
"e19b55782c5cb9828f021b23cf85cd3872ac4005","Fix configure keybinding action buttons on New File quickpick (#145422) (#145429)","","",""
"75be49700c1fa10ef6ff21baf402688545a0a366","Fix #145499","","",""
"87cd0952a05e40f8c58164de210ad624fd2ad416","Don't allow double-click on the cell focus segmented buttons Fix #145359","","",""
"14ad945c42c0063598417877ba6eb38c28ff6fc0","Fix #145260","","",""
"cfb685861ae9d335fd173b2306a6fe304566a1f6","Fix ESLint error","","",""
"d8a95daebc2ec1f881489bdb1f7c2de69b175c51","Fixes #145537 by introducing additional text edits for inline completions.","","",""
"b442b62f8642be2aba089a6832a86563a4bcc6f1","Fixes #144771 by introducing audioCues.volume: 0...100 (default 50)","","",""
"d360cce99047089ece70f8cfe4820ce4796283f7","Fix #145381","","",""
"7cf935c7673743669bfc86a78716a4b4bf486710","Fix object widget read mode widths (#145427)","","",""
"eb97cfdf6d900fb5068585e573c3f437d4651114","Fix array widget width and split view height (#145423)","","",""
"4e1c18d1132181dcb09f74ae79d451b7d888661f","Ensure we prompt on Desktop when keytar doesn't load. Fixes #145282","","",""
"b906904089a03e1896f065e0295d9e965122b648","Fix compile errors","","",""
"3aa98924617e6d67af5f99d08c567ea09ba5005e","Fix casting","","",""
"a4942141b95fd509d98155d62e84ad7e0143be27","Add previous comment action and keybindings Fixes #110408","","",""
"77fc16e55b7817114d776ac0c88156aee611cc70","Fixes #139854","","",""
"a3ba1d3ea0ce73e399a128059b696b47bc702ca2","Fixes #144075.","","",""
"db25f1e2864b9d47591be9b43a5f2b9aba38fa5f","Fixing #145072 by reporting tokenization as incomplete when tokenization state store is not defined.","","",""
"c60fb52355115032cd23b30c1969e8d1f64a4fb4","Fix overview ruler width","","",""
"8d990b03ae33e06e34fd12881a4ece0820d52466","Fix #145295","","",""
"3915646f315658091fb309efb5a2c745d0394161","Fix #141437","","",""
"5cf5aaebc6a73accbed3ce9e35ba365d3903a632","Fix #143632","","",""
"21fb3e66b45aecb5002827f831a88fb82c9e287e","Fix #142390","","",""
"5ed57628901165691e80d22c5d1b6f16f63b488c","Fix error on renaming a nested child","","",""
"8ec1c55e76483dda61720c265779b98a46e1d5de","Fix debug console not responding until the first bp is hit - Fix #138963","","",""
"3038890989dd12bc3c681e5768bd77754aae3a40","Fix compile error","","",""
"c885b25e9038a311cf85a31da34dd50b09747140","Fix some edge cases in shell integration conpty handling","","",""
"354b4129575cd78292a382ca3990953c7abfebeb","Fixes #144553: Avoid reporting `resolveAuthority` errors to telemetry","","",""
"74157b3e870c93bf2779c026e904aa5e6c6b48ef","Fix hc-light classes","","",""
"41dad79edc853b513426c24bd97e077e152981d1","Fix bad merge","","",""
"dcebc33871dc901cfe4b80d0b72fb1bac3514eca","Fix expansion of shell integration sequences in bash","","",""
"f1d676ed151a42c031cc3f4dad8edc4a962af2c5","Fix expansion of shell integration sequences in zsh","","",""
"495cd3742dd7821ec7943d46bcf2af09984d5327","Fixes #144693: Execute surround selection only at the end composition","","",""
"27e2f3a53112da2a7a38d7a3064ac95d7ad95efe","Fix other cells in dragged selection not being grayed out","","",""
"6e622ca1a23363c656a564d035364e850d6d9a64","Fix wrong pause logic on execution icon and progress bars. Collapsed should always spin. Non-collapsed should not spin when the exection was paused at any point","","",""
"242d81d9c73c86b8f70450572b899aa482dc1900","Fix pathing","","",""
"c90ea26e25e2df91800619d88a4e7c144d5347eb","Fix trustedtypes exemption path for cellDragRenderer","","",""
"a223750f17f11a8ab8863196b71cd0762cb6776e","Fix #144664","","",""
"ffae75d03c015b8efb0a33cc5bf9e3ce7b204df8","Fix bad merge","","",""
"afb8967df9ed974bf8fe21280fa6ecf3840a5447","Fix handling of scroll/select within viewport","","",""
"4d6a4f5b59cba57fb5787405f42bbadff14b556c","Fixes #145141: Do not respect `extensions.experimental.affinity` when doing extension host debugging","","",""
"e23908b71fca244509d9cbeb8305abaff1582421","Fix terminal settings links (#145153)","","",""
"5aee6939e232fb6a087dfd79e5bc0b3c2dfd5807","darwin server script: do not use python. Fixes microsoft/vscode-remote-release#6442","","",""
"6fa3243d3facbbf8b87222bcf4e81c5eddf5d47f","Fix focusIndicator cell part addition #131808","","",""
