Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #7608 from nabeelomer/master
Merge pull request #7602 from danburzo/cli_switches_docs
Merge pull request #7587 from electron/update-standard
Merge pull request #7576 from tinydew4/translate-ko
Merge pull request #7580 from electron/docs-linter-rectangle-rename
Merge pull request #7479 from bpasero/process-no-asar
Merge pull request #7583 from torn4dom4n/master
Merge pull request #7570 from preco21/korean-docs-12
Merge pull request #7579 from electron/tweak-about-panel-key-names
Merge pull request #7561 from electron/windows-system-colors
Merge pull request #7471 from electron/update-standard-markdown
Merge pull request #7379 from electron/seperate-structs
Merge pull request #7505 from electron/testing-docs
Merge pull request #7498 from electron/custom-props-in-menu-item-constructor
Merge pull request #7563 from rogerlista/master
Merge pull request #7562 from odedhb/patch-1
Merge pull request #7560 from electron/upgrade-brigthray
Merge pull request #7558 from danburzo/build_instructions
Merge pull request #7555 from tinydew4/translate-ko
Merge pull request #7552 from electron/fix-menu-docs
Merge pull request #255 from deepak1556/dock_state_use_preferences_patch
Merge pull request #7549 from electron/about-panel-options
Merge pull request #7528 from electron/key-and-code-on-sent-input-events
Merge pull request #7518 from electron/inverted-color-scheme
Merge pull request #7548 from malept/electron-packager-mas-doc-fix
Merge pull request #7544 from tinydew4/fix-docs
Merge pull request #7542 from Menq/patch-1
Merge pull request #7541 from tinydew4/translate-ko
Merge pull request #7536 from rogerlista/master
Merge pull request #254 from deepak1556/devtools_dock_state_reimplement_patch
Merge pull request #7500 from electron/store-crashes-in-configured-temp-dir
Merge pull request #7499 from electron/clang-format
Merge pull request #7527 from electron/only-set-global-app-name-on-audio-manager-on-linux
Merge pull request #7524 from deepak1556/pa_app_name_patch
Merge pull request #7522 from tinydew4/translate-ko
Merge pull request #7520 from electron/fix-undef-webprefs
Merge pull request #7449 from amtj/repl-docs
Merge pull request #7511 from tinydew4/translate-ko
Merge pull request #7508 from miniak/docs-fix
Merge pull request #7507 from toonborgers/translate-nl
Merge pull request #7515 from electron/newline-before-list
Merge pull request #7502 from squarejaw/patch-1
Merge pull request #7488 from electron/native-image-resize-and-crop
Merge pull request #7494 from thomsonreuters/Update_Test_For_Missing_Additional_Features
Merge pull request #253 from miniak/large-address-aware
Merge pull request #7407 from thomsonreuters/New_Window_Handler_Can_Create_And_Return_Window
Merge pull request #7496 from electron/app-doc-fix
Merge pull request #7495 from toonborgers/translate-nl
Merge pull request #7487 from fplucas/master
Merge pull request #7491 from electron/initialize-direct-write-font-proxy
Merge pull request #7489 from davej/patch-2
Merge pull request #7486 from fplucas/master
Merge remote-tracking branch 'upstream/master'
Merge pull request #7481 from fplucas/master
Merge pull request #7478 from tinydew4/translate-ko
Merge pull request #7468 from electron/focus-window-when-menu-is-clicked
Merge pull request #252 from electron/update-example-link
Merge pull request #7437 from fplucas/master
Merge CONTRIBUTING.md
Merge pull request #7434 from rafaelstz/patch-2
Merge pull request #7433 from rafaelstz/patch-1
Merge pull request #7456 from amitmerchant1990/patch-1
Merge pull request #7457 from josephfrazier/fix-findinpage-links
Merge pull request #7452 from enlight/node-buffer-safe-free
Merge pull request #7451 from was4444/master
Merge pull request #7432 from electron/check-if-window-closed
Merge pull request #7444 from rogerlista/master
Merge pull request #7335 from miniak/set-default-error-mode
Merge pull request #7461 from electron/revert-7416-fix-windows-draggable-high-dpi
Merge pull request #7416 from bsclifton/fix-windows-draggable-high-dpi
Merge pull request #7417 from electron/check-sheet-parent-before-beginning
Merge pull request #7429 from electron/webview-max-listeners
Merge pull request #7428 from electron/sandbox-specs
Merge pull request #7427 from tinydew4/translate-ko
Merge pull request #7422 from tinydew4/translate-ko
Merge pull request #7415 from electron/disable-tab-menu-on-sierra
Merge pull request #7398 from electron/cookie-changed-event
Merge pull request #7413 from deepak1556/devtools_filesystemapi_patch
Merge pull request #251 from electron/cookies-changed
Merge pull request #7393 from electron/upgrade-brigthray-for-ct-fix
Merge pull request #250 from electron/ct-crash
Merge pull request #7374 from electron/fixup-return-values
Merge pull request #7372 from electron/update-docs-linter
Merge pull request #7319 from Menci/master
Merge pull request #7388 from electron/custom-window-level-test
Merge pull request #7391 from kiavashps/patch-1
Merge pull request #7362 from bsclifton/fix-windows-draggable-high-dpi
Merge pull request #7353 from electron/no-login-item-apis-on-mas
Merge pull request #7296 from adammeyer/custom-window-level
Merge pull request #195 from electron-userland/upgrade-electron-download
Merge pull request #7364 from tiagotol/patch-1
Merge pull request #7339 from electron/document-return-values
Merge branch 'support-chromium-sandbox' of https://github.com/tarruda/electron into tarruda-support-chromium-sandbox
Merge pull request #7327 from MaxWhere/osr-fixes
Merge pull request #7356 from electron/fix-typo
Merge pull request #7313 from electron/add-type-to-webview-style-tag
Merge pull request #7298 from deepak1556/content_settings_patch
Merge pull request #7342 from tinydew4/update-changes
Merge pull request #7343 from tinydew4/translate-ko
Merge pull request #7340 from tinydew4/fix-link
Merge pull request #7338 from electron/fix-get-accent-color-docs
Merge pull request #7316 from tinydew4/update-ko
Merge pull request #7333 from tinydew4/translate-ko
Merge pull request #7331 from tinydew4/fix-link
Merge pull request #7330 from tinydew4/translate-ko
Merge pull request #7314 from tinydew4/translate-ko
Merge pull request #7299 from Gioggio/master
Merge pull request #7310 from BenV/patch-1
Merge pull request #7308 from tinydew4/translate-ko
Merge pull request #162 from EmilyFranklin/correct-platform-path
Merge pull request #7284 from enlight/debugging-with-electron-inspector
Merge pull request #7303 from electron/fix-out-dir
Merge pull request #7297 from electron/clean-docs
Merge pull request #7295 from electron/native-image-bad-path-docs
Merge pull request #7294 from electron/mutate-remote-array-docs
Merge pull request #7293 from electron/bookmark-windows-docs
Merge pull request #7292 from electron/ct-log-verifiers
Merge pull request #249 from electron/ct-log-verifiers
Merge pull request #7290 from tinydew4/translate-ko
Merge pull request #7287 from tinydew4/translate-update
Merge branch 'translate-update' of https://github.com/tinydew4/electron into translate-update
Merge branch 'translate-update' of https://github.com/tinydew4/electron into translate-update
Merge pull request #7276 from electron/google-api-key-env2
Merge pull request #7277 from electron/dictionary-to-object
Merge pull request #7273 from tinydew4/fix-links
Merge pull request #7272 from tinydew4/translate-ko
Merge pull request #7265 from octref/patch-1
Merge pull request #7262 from tinydew4/patch-1
Merge pull request #7239 from darkdh/6873
Merge pull request #7264 from electron/docs-readme
Merge pull request #7157 from Mossop/moveguest
Merge pull request #7173 from electron/windows-system-color
Merge pull request #189 from electron-userland/upgrade-electron-download
Merge pull request #7227 from electron/felix-cmd-strings
Merge pull request #7253 from electron/osr-crash
Merge pull request #7241 from miniak/crashed-killed
Merge pull request #7238 from electron/felix-windows-store-docs
Merge pull request #7236 from yuya-oc/accelerator-for-redo
Merge pull request #7234 from Mossop/testhistoryreplace
Merge pull request #7231 from miniak/default-error-mode
Merge pull request #7062 from MaxWhere/osr-sizing-fix
Merge pull request #7226 from electron/power-monitor-error
Merge pull request #7233 from electron/deprecate-atom-shell-version
Merge pull request #7229 from electron/update-clang
Merge pull request #7230 from electron/windows-x64-link-crypt32
Merge pull request #7120 from electron/lint-docs
Merge pull request #246 from deepak1556/cookie_crypto_patch
Merge pull request #7163 from MaxWhere/frame-sub-scale-fix
Merge pull request #7169 from deepak1556/download_defaultname_patch
Merge pull request #7209 from electron/remote-function-missing-properties
Merge branch 'release'
Merge pull request #7178 from aichingm/master
Merge pull request #6941 from deepak1556/blob_data_patch
Merge pull request #7213 from electron/chrome-update
Merge pull request #7195 from Joshua-Anderson/update-node-req
Merge pull request #7104 from electron/chrome53
Merge pull request #7189 from electron/both-arm-names
Merge pull request #7188 from electron/app-is-ready-public
Merge pull request #7182 from electron/shell-return-values
Merge pull request #7096 from minggo/add-option-to-disable-devtools
Merge pull request #7175 from bsuh/fix-twitch-navigation
Merge pull request #7160 from PierBover/patch-1
Merge pull request #7162 from electron/network-entitlements
Merge pull request #7140 from liusy182/url-fix
Merge pull request #7153 from VarunAgw/patch-1
Merge pull request #7145 from electron/device-scale-factor-failures
Merge pull request #7123 from deepak1556/asar_range_patch
Merge pull request #7077 from miniak/title-bar-style
Merge pull request #7053 from electron/launch-from-notification
Merge pull request #7146 from electron/resolve-empty-url-values
Merge pull request #7142 from electron/require-buffer
Merge pull request #7143 from electron/windows-spec-failures
Merge pull request #7133 from electron/update-travis-node-versions
Merge pull request #7129 from adamkidder/override_libchromium
Merge pull request #7128 from electron/api-breakage-list
Merge pull request #7131 from electron/end-sheet-on-close
Merge pull request #247 from electron/chrome53
Merge pull request #7130 from electron/windows-stdin-renderer
Merge pull request #7132 from electron/lint-python-via-npm-run-lint
Merge pull request #7119 from electron/arrange-project-translations
Merge pull request #7116 from electron/restore-no-asar
Merge pull request #7110 from electron/circular-menu-require
Merge pull request #7068 from duncup/master
Merge pull request #7113 from electron/const-default-app
Merge pull request #7059 from malept/docs-typos
Merge pull request #6826 from enlight/set-jump-list
Merge pull request #7041 from Ikana/document-webcontents-fromId
Merge pull request #6998 from electron/ipc-v8-converter-crash
Merge pull request #6986 from electron/arm-release-asset-name
Merge pull request #6867 from electron/remote-function-properties
Merge pull request #7028 from electron/default-exit-code
Merge pull request #7026 from Menci/master
Merge pull request #7018 from HanaeKae/jpfont-in-flash
Merge pull request #7029 from electron/revert-7003-exit-tab-fullscreen
